date,Temperature_Max,Dew_Point_Max,Humidity_Max,Pressure_Max
9/28/2014,100,39,25,30.04
9/29/2014,100,41,27,30.04
9/30/2014,95,45,26,30.01
10/1/2014,95,57,35,30.01
10/2/2014,99,43,33,30.01
10/3/2014,102,45,31,30.04
10/4/2014,100,43,23,30.04
10/5/2014,100,57,47,30.09
10/6/2014,100,39,29,30.12
10/7/2014,100,36,25,30.09
10/8/2014,100,32,21,30.06
10/9/2014,100,34,22,30.06
10/10/2014,99,37,29,30.09
10/11/2014,100,52,32,30.09
10/12/2014,97,52,43,30.06
10/13/2014,97,41,27,30.06
10/14/2014,99,46,38,30.04
10/15/2014,96,54,46,30.06
10/16/2014,96,43,31,30.06
10/17/2014,98,36,25,30.06
10/18/2014,96,66,83,30.09
10/19/2014,93,59,64,30.04
10/20/2014,95,43,37,30.01
10/21/2014,95,48,38,30.09
10/22/2014,87,57,64,30.18
10/23/2014,89,57,68,30.18
10/24/2014,98,54,46,30.06
10/25/2014,95,45,35,30.04
10/26/2014,96,46,43,30.06
10/27/2014,93,50,46,30.12
10/28/2014,95,43,40,30.06
10/29/2014,93,48,43,30.04
10/30/2014,90,61,64,30.04
10/31/2014,91,43,33,29.98
11/1/2014,88,41,31,30.04
11/2/2014,85,41,45,30.15
11/3/2014,87,43,48,30.18
11/4/2014,89,45,43,30.06
11/5/2014,79,50,63,30.18
11/6/2014,72,52,77,30.24
11/7/2014,72,25,24,30.27
11/8/2014,72,14,22,30.3
11/9/2014,73,36,44,30.33
11/10/2014,75,41,47,30.3
11/11/2014,81,37,58,30.18
11/12/2014,82,34,41,30.12
11/13/2014,81,32,47,30.15
11/14/2014,78,36,44,30.21
11/15/2014,80,36,58,30.21
11/16/2014,98,37,41,30.12
11/17/2014,84,43,48,30.09
11/18/2014,88,54,56,30.15
11/19/2014,78,54,77,30.24
11/20/2014,78,46,59,30.24
11/21/2014,81,46,63,30.18
11/22/2014,85,48,52,30.12
11/23/2014,82,61,88,30.06
11/24/2014,73,61,94,30.04
11/25/2014,74,61,95,30.04
11/26/2014,73,52,94,30.12
11/27/2014,70,57,94,30.12
11/28/2014,75,57,88,30.12
11/29/2014,68,57,94,30.24
11/30/2014,55,48,94,30.24
12/1/2014,60,50,94,30.25
12/2/2014,66,52,88,30.3
12/3/2014,68,45,87,30.36
12/4/2014,73,45,87,30.36
12/5/2014,73,46,87,30.3
12/6/2014,75,48,87,30.21
12/7/2014,76,46,87,30.24
12/8/2014,74,45,82,30.24
12/9/2014,73,46,82,30.24
12/10/2014,78,48,82,30.24
12/11/2014,82,50,82,30.24
12/12/2014,77,46,72,30.24
12/13/2014,79,39,58,30.21
12/14/2014,75,37,54,30.18
12/15/2014,76,37,50,30.15
12/16/2014,75,46,59,30.21
12/17/2014,84,54,88,30.33
12/18/2014,68,41,76,30.33
12/19/2014,73,41,71,30.27
12/20/2014,77,41,71,30.21
12/21/2014,81,45,62,30.09
12/22/2014,70,39,54,30.15
12/23/2014,73,37,51,30.12
12/24/2014,71,37,58,30.33
12/25/2014,66,37,62,30.4
12/26/2014,70,34,61,30.33
12/27/2014,75,39,40,30.24
12/28/2014,80,36,50,30.21
12/29/2014,82,41,47,30.15
12/30/2014,75,43,67,30.18
12/31/2014,73,39,66,30.15
1/1/2015,72,36,62,30.27
1/2/2015,77,32,57,30.22
1/3/2015,79,34,61,30.18
1/4/2015,82,32,54,30.06
1/5/2015,66,43,71,30.15
1/6/2015,71,43,66,30.19
1/7/2015,78,41,58,30.18
1/8/2015,62,36,47,30.24
1/9/2015,59,23,46,30.24
1/10/2015,62,28,40,30.24
1/11/2015,56,25,56,30.36
1/12/2015,59,25,56,30.44
1/13/2015,60,19,52,30.45
1/14/2015,68,21,36,30.36
1/15/2015,73,30,29,30.21
1/16/2015,75,32,40,30.15
1/17/2015,71,50,82,30.15
1/18/2015,55,48,88,30.22
1/19/2015,59,39,87,30.26
1/20/2015,64,23,60,30.29
1/21/2015,67,21,48,30.35
1/22/2015,68,23,56,30.35
1/23/2015,75,19,45,30.22
1/24/2015,78,19,31,30.18
1/25/2015,76,19,32,30.27
1/26/2015,76,21,32,30.27
1/27/2015,79,23,40,30.18
1/28/2015,80,21,37,30.09
1/29/2015,85,28,28,30.06
1/30/2015,91,32,44,30.09
1/31/2015,82,50,52,30.18
2/1/2015,74,46,72,30.24
2/2/2015,77,30,47,30.21
2/3/2015,82,32,36,30.15
2/4/2015,78,30,31,30.15
2/5/2015,78,30,36,30.21
2/6/2015,77,30,35,30.24
2/7/2015,79,30,47,30.18
2/8/2015,87,34,31,29.96
2/9/2015,90,34,31,29.95
2/10/2015,73,39,36,29.95
2/11/2015,91,32,26,30.01
2/12/2015,84,39,37,30.12
2/13/2015,75,37,37,30.12
2/14/2015,73,48,63,30.04
2/15/2015,78,46,77,30.09
2/16/2015,77,41,48,30.06
2/17/2015,89,43,48,30.09
2/18/2015,77,48,59,30.12
2/19/2015,86,46,59,29.98
2/20/2015,80,45,52,29.77
2/21/2015,65,39,54,30.01
2/22/2015,54,34,54,30.23
2/23/2015,62,25,45,30.31
2/24/2015,72,18,36,30.24
2/25/2015,81,25,26,30.09
2/26/2015,75,36,34,30.15
2/27/2015,72,30,44,30.18
2/28/2015,75,28,53,30.15
3/1/2015,90,25,33,30.01
3/2/2015,90,36,32,30.06
3/3/2015,82,43,55,30.09
3/4/2015,83,30,31,30.06
3/5/2015,77,28,35,30.15
3/6/2015,68,43,52,30.3
3/7/2015,77,48,72,30.27
3/8/2015,83,30,34,30.21
3/9/2015,92,30,18,30.12
3/10/2015,87,34,24,30.15
3/11/2015,82,30,29,30.15
3/12/2015,75,16,22,30.12
3/13/2015,83,32,23,30.04
3/14/2015,87,36,37,30.09
3/15/2015,85,36,30,30.06
3/16/2015,75,52,60,30.06
3/17/2015,82,61,78,30.01
3/18/2015,84,61,78,29.98
3/19/2015,93,63,88,30.09
3/20/2015,83,64,88,30.06
3/21/2015,85,61,88,30.04
3/22/2015,86,63,88,30.06
3/23/2015,73,41,51,30.21
3/24/2015,70,37,48,30.18
3/25/2015,87,50,55,30.09
3/26/2015,81,61,94,30.12
3/27/2015,80,64,94,30.12
3/28/2015,86,63,94,30.12
3/29/2015,93,50,43,30.04
3/30/2015,99,48,38,29.98
3/31/2015,86,46,36,30.01
4/1/2015,95,37,33,29.98
4/2/2015,78,45,55,30.04
4/3/2015,89,37,39,29.98
4/4/2015,97,41,23,29.86
4/5/2015,91,37,28,30.04
4/6/2015,84,36,30,30.09
4/7/2015,88,54,44,30.01
4/8/2015,93,48,46,30.01
4/9/2015,98,41,33,29.98
4/10/2015,102,37,21,29.95
4/11/2015,92,32,14,29.95
4/12/2015,98,37,18,30.04
4/13/2015,78,25,18,30.21
4/14/2015,77,36,39,30.18
4/15/2015,87,30,28,30.09
4/16/2015,98,34,22,30.12
4/17/2015,82,36,21,30.15
4/18/2015,86,37,24,30.09
4/19/2015,85,25,20,30.12
4/20/2015,92,25,20,30.12
4/21/2015,95,27,21,30.06
4/22/2015,101,36,14,30.01
4/23/2015,104,32,19,29.98
4/24/2015,104,39,19,30.09
4/25/2015,80,25,19,30.18
4/26/2015,88,28,23,30.12
4/27/2015,99,23,20,30.09
4/28/2015,99,28,17,30.06
4/29/2015,104,37,21,30.04
4/30/2015,100,32,18,30.04
5/1/2015,105,34,22,29.98
5/2/2015,104,32,16,29.98
5/3/2015,104,37,17,29.89
5/4/2015,97,59,44,29.89
5/5/2015,103,59,54,29.83
5/6/2015,102,55,44,29.8
5/7/2015,105,61,48,29.89
5/8/2015,98,64,61,29.89
5/9/2015,98,50,32,29.83
5/10/2015,101,32,21,29.86
5/11/2015,104,32,19,29.92
5/12/2015,107,45,18,29.98
5/13/2015,107,46,30,29.95
5/14/2015,105,36,19,29.95
5/15/2015,103,48,27,30.04
5/16/2015,97,48,34,30.06
5/17/2015,97,36,18,30.01
5/18/2015,100,27,15,30.01
5/19/2015,104,32,15,29.95
5/20/2015,103,32,16,29.92
5/21/2015,110,34,13,29.89
5/22/2015,101,39,13,29.83
5/23/2015,109,46,20,29.89
5/24/2015,110,46,23,29.92
5/25/2015,96,48,29,30.01
5/26/2015,99,45,32,30.01
5/27/2015,106,48,36,29.98
5/28/2015,106,36,20,29.95
5/29/2015,96,36,14,29.89
5/30/2015,111,32,15,29.92
5/31/2015,110,36,16,29.89
6/1/2015,109,34,15,29.89
6/2/2015,109,34,20,29.92
6/3/2015,111,30,14,29.92
6/4/2015,108,28,10,29.92
6/5/2015,95,27,10,29.86
6/6/2015,111,27,12,29.86
6/7/2015,111,39,13,29.86
6/8/2015,106,32,13,29.89
6/9/2015,106,36,15,29.89
6/10/2015,108,32,12,29.83
6/11/2015,108,32,13,29.8
6/12/2015,100,34,13,29.86
6/13/2015,108,34,13,29.83
6/14/2015,106,34,16,29.8
6/15/2015,109,30,15,29.77
6/16/2015,110,36,20,29.74
6/17/2015,113,30,12,29.65
6/18/2015,111,36,12,29.71
6/19/2015,109,34,15,29.77
6/20/2015,109,30,14,29.77
6/21/2015,107,32,12,29.77
6/22/2015,106,37,16,29.77
6/23/2015,106,37,19,29.77
6/24/2015,104,36,15,29.8
6/25/2015,105,32,15,29.77
6/26/2015,100,34,14,29.74
6/27/2015,105,30,15,29.83
6/28/2015,106,34,18,29.86
6/29/2015,106,30,18,29.89
6/30/2015,108,34,12,29.92
7/1/2015,106,30,14,29.89
7/2/2015,106,34,15,29.89
7/3/2015,102,28,11,29.83
7/4/2015,113,28,10,29.8
7/5/2015,112,32,11,29.86
7/6/2015,112,30,12,29.83
7/7/2015,111,32,13,29.8
7/8/2015,113,32,14,29.74
7/9/2015,111,32,13,29.8
7/10/2015,111,34,15,29.8
7/11/2015,110,34,15,29.74
7/12/2015,113,30,10,29.68
7/13/2015,113,37,13,29.71
7/14/2015,112,37,15,29.71
7/15/2015,114,39,17,29.71
7/16/2015,114,32,13,29.71
7/17/2015,114,30,12,29.71
7/18/2015,113,32,13,29.71
7/19/2015,110,30,13,29.71
7/20/2015,108,36,11,29.65
7/21/2015,111,34,13,29.68
7/22/2015,113,34,13,29.74
7/23/2015,111,34,12,29.74
7/24/2015,108,45,20,29.77
7/25/2015,111,32,12,29.77
7/26/2015,113,45,18,29.68
7/27/2015,113,46,27,29.65
7/28/2015,111,45,23,29.71
7/29/2015,113,32,11,29.95
7/30/2015,114,30,11,29.68
7/31/2015,114,43,14,29.68
8/1/2015,114,46,22,29.74
8/2/2015,114,39,14,29.74
8/3/2015,113,39,14,29.77
8/4/2015,114,36,13,29.77
8/5/2015,115,36,15,29.74
8/6/2015,112,41,19,29.74
8/7/2015,112,37,16,29.74
8/8/2015,111,34,13,29.77
8/9/2015,109,41,15,29.83
8/10/2015,110,32,12,29.8
8/11/2015,109,39,15,29.83
8/12/2015,108,41,20,29.86
8/13/2015,109,41,19,29.83
8/14/2015,109,37,18,29.83
8/15/2015,109,39,18,29.77
8/16/2015,109,41,14,29.8
8/17/2015,111,34,15,29.8
8/18/2015,112,39,15,29.8
8/19/2015,111,39,15,29.86
8/20/2015,111,36,15,29.83
8/21/2015,114,30,13,29.77
8/22/2015,110,45,13,29.77
8/23/2015,111,39,18,29.77
8/24/2015,111,39,20,29.77
8/25/2015,112,37,14,29.77
8/26/2015,114,37,14,29.77
8/27/2015,113,36,16,29.8
8/28/2015,111,39,17,29.86
8/29/2015,113,39,16,29.86
8/30/2015,113,41,17,29.86
8/31/2015,112,41,19,29.83
9/1/2015,113,36,15,29.86
9/2/2015,109,41,23,29.89
9/3/2015,107,36,15,29.86
9/4/2015,106,32,16,29.86
9/5/2015,106,70,62,29.92
9/6/2015,101,59,42,29.98
9/7/2015,104,48,30,29.92
9/8/2015,104,46,27,29.89
9/9/2015,104,39,18,29.92
9/10/2015,105,48,32,29.95
9/11/2015,105,55,37,29.95
9/12/2015,105,59,45,29.92
9/13/2015,104,50,26,29.98
9/14/2015,104,48,28,30.01
9/15/2015,104,45,28,29.95
9/16/2015,107,34,18,29.92
9/17/2015,108,32,15,29.89
9/18/2015,107,37,16,29.95
9/19/2015,106,37,23,29.98
9/20/2015,107,37,17,29.92
9/21/2015,108,34,18,29.89
9/22/2015,104,34,18,29.92
9/23/2015,105,34,18,29.98
9/24/2015,89,39,18,30.01
9/25/2015,98,34,19,29.98
9/26/2015,101,32,17,29.95
9/27/2015,101,32,16,29.98
9/28/2015,105,36,19,29.98
9/29/2015,105,37,21,29.95
9/30/2015,107,43,28,30.01
10/1/2015,101,36,21,30.09
10/2/2015,102,41,27,30.18
10/3/2015,99,36,20,30.18
10/4/2015,102,34,21,30.12
10/5/2015,103,34,20,30.06
10/6/2015,103,36,22,30.01
10/7/2015,104,34,18,29.95
10/8/2015,103,36,20,30.01
10/9/2015,104,34,23,30.01
10/10/2015,102,64,54,30.01
10/11/2015,105,57,53,30.06
10/12/2015,99,46,36,30.12
10/13/2015,100,45,35,30.06
10/14/2015,93,43,28,30.04
10/15/2015,89,45,28,30.04
10/16/2015,100,46,43,30.06
10/17/2015,96,50,36,30.09
10/18/2015,98,43,31,30.12
10/19/2015,101,43,35,30.12
10/20/2015,86,61,54,30.09
10/21/2015,86,43,29,30.06
10/22/2015,80,46,34,30.09
10/23/2015,90,52,46,30.12
10/24/2015,91,61,57,30.12
10/25/2015,91,54,47,30.09
10/26/2015,99,46,43,30.06
10/27/2015,92,54,53,30.04
10/28/2015,94,54,44,29.98
10/29/2015,82,45,29,29.98
10/30/2015,91,48,41,30.04
10/31/2015,93,57,50,30.09
11/1/2015,93,66,88,30.12
11/2/2015,83,59,68,30.15
11/3/2015,86,63,78,30.15
11/4/2015,84,59,78,30.15
11/5/2015,77,63,83,30.15
11/6/2015,93,52,53,30.06
11/7/2015,93,64,78,30.06
11/8/2015,87,61,88,30.15
11/9/2015,86,59,83,30.09
11/10/2015,90,61,73,29.95
11/11/2015,71,61,83,30.06
11/12/2015,66,46,49,30.27
11/13/2015,76,34,41,30.33
11/14/2015,82,32,33,30.27
11/15/2015,80,36,33,30.21
11/16/2015,83,37,47,30.15
11/17/2015,82,32,36,30.04
11/18/2015,78,55,77,30.09
11/19/2015,74,52,77,30.18
11/20/2015,72,52,72,30.21
11/21/2015,72,41,42,30.21
11/22/2015,75,41,51,30.21
11/23/2015,79,52,68,30.18
11/24/2015,64,61,94,30.12
11/25/2015,62,59,100,30.21
11/26/2015,69,61,94,30.24
11/27/2015,79,63,100,30.24
11/28/2015,79,63,100,30.18
11/29/2015,75,63,94,30.21
11/30/2015,77,59,88,30.24
12/1/2015,80,59,88,30.21
12/2/2015,82,55,82,30.18
12/3/2015,79,55,82,30.24
12/4/2015,73,59,78,30.21
12/5/2015,66,43,55,30.24
12/6/2015,59,37,54,30.3
12/7/2015,59,28,46,30.38
12/8/2015,59,28,65,30.39
12/9/2015,62,27,61,30.36
12/10/2015,68,30,61,30.34
12/11/2015,73,30,50,30.25
12/12/2015,75,32,50,30.15
12/13/2015,75,41,47,30.06
12/14/2015,77,46,63,30.12
12/15/2015,65,39,66,30.27
12/16/2015,64,41,76,30.32
12/17/2015,67,39,87,30.28
12/18/2015,78,41,51,30.18
12/19/2015,71,37,42,30.21
12/20/2015,75,43,58,30.21
12/21/2015,76,52,88,30.3
12/22/2015,63,37,54,30.36
12/23/2015,67,39,51,30.31
12/24/2015,66,57,94,30.21
12/25/2015,51,48,100,30.31
12/26/2015,58,45,87,30.39
12/27/2015,59,45,87,30.43
12/28/2015,62,46,82,30.42
12/29/2015,68,50,87,30.36
12/30/2015,74,57,94,30.15
12/31/2015,68,57,100,30.12
1/1/2016,78,55,94,30.09
1/2/2016,69,55,77,30.27
1/3/2016,59,37,71,30.39
1/4/2016,59,34,75,30.41
1/5/2016,68,41,51,30.24
1/6/2016,77,45,71,30.21
1/7/2016,77,45,71,30.27
1/8/2016,74,43,67,30.18
1/9/2016,77,46,55,30.12
1/10/2016,64,39,54,30.27
1/11/2016,63,36,62,30.33
1/12/2016,62,37,66,30.24
1/13/2016,68,45,82,30.24
1/14/2016,71,43,81,30.24
1/15/2016,75,43,82,30.15
1/16/2016,77,45,76,30.18
1/17/2016,77,39,62,30.21
1/18/2016,76,45,76,30.15
1/19/2016,78,41,62,30.09
1/20/2016,70,41,58,30.24
1/21/2016,62,46,71,30.27
1/22/2016,73,46,82,30.24
1/23/2016,78,36,51,30.12
1/24/2016,82,45,44,30.06
1/25/2016,76,48,63,30.15
1/26/2016,60,36,47,30.18
1/27/2016,61,41,71,30.15
1/28/2016,60,32,70,30.33
1/29/2016,51,32,70,30.46
1/30/2016,58,14,31,30.48
1/31/2016,64,21,48,30.4
2/1/2016,68,25,56,30.36
2/2/2016,70,27,53,30.26
2/3/2016,73,45,63,30.3
2/4/2016,68,37,66,30.42
2/5/2016,53,28,61,30.4
2/6/2016,73,25,53,30.21
2/7/2016,80,41,42,30.04
2/8/2016,68,41,58,30.21
2/9/2016,66,34,54,30.3
2/10/2016,68,27,46,30.23
2/11/2016,62,32,44,30.24
2/12/2016,67,34,61,30.3
2/13/2016,69,28,53,30.3
2/14/2016,73,30,57,30.27
2/15/2016,77,32,50,30.3
2/16/2016,64,32,54,30.3
2/17/2016,61,36,50,30.27
2/18/2016,75,30,53,30.27
2/19/2016,77,27,43,30.24
2/20/2016,84,27,35,30.18
2/21/2016,84,25,37,30.12
2/22/2016,75,37,27,29.98
2/23/2016,84,50,42,30.06
2/24/2016,66,46,59,30.18
2/25/2016,76,48,67,30.21
2/26/2016,76,54,88,30.18
2/27/2016,78,55,82,30.15
2/28/2016,77,59,73,30.18
2/29/2016,78,59,88,30.3
3/1/2016,77,46,67,30.21
3/2/2016,78,36,54,30.12
3/3/2016,80,36,44,30.09
3/4/2016,84,39,30,30.04
3/5/2016,85,55,57,30.01
3/6/2016,84,63,73,29.98
3/7/2016,72,55,82,30.06
3/8/2016,78,52,77,30.01
3/9/2016,78,50,72,29.98
3/10/2016,85,52,77,30.06
3/11/2016,91,52,53,30.06
3/12/2016,93,50,46,30.09
3/13/2016,110,48,52,30.09
3/14/2016,85,55,53,30.06
3/15/2016,89,52,43,30.06
3/16/2016,82,63,88,30.06
3/17/2016,91,59,78,30.09
3/18/2016,82,37,42,30.15
3/19/2016,80,39,45,30.18
3/20/2016,85,39,45,30.15
3/21/2016,88,48,38,30.01
3/22/2016,91,55,64,30.06
3/23/2016,78,25,33,30.21
3/24/2016,80,28,38,30.27
3/25/2016,87,25,25,30.21
3/26/2016,91,32,14,30.12
3/27/2016,91,32,19,29.98
3/28/2016,98,61,54,29.92
3/29/2016,81,61,61,30.04
3/30/2016,75,36,32,30.12
3/31/2016,73,48,72,30.15
4/1/2016,71,48,67,30.18
4/2/2016,79,32,46,30.18
4/3/2016,81,41,35,30.15
4/4/2016,82,61,88,30.06
4/5/2016,88,61,88,30.04
4/6/2016,90,63,73,29.95
4/7/2016,94,57,64,29.92
4/8/2016,88,54,64,29.98
4/9/2016,88,54,89,30.04
4/10/2016,92,46,46,30.06
4/11/2016,99,50,32,30.01
4/12/2016,83,64,94,30.01
4/13/2016,83,63,88,29.86
4/14/2016,86,63,78,29.89
4/15/2016,83,50,63,30.09
4/16/2016,86,45,52,30.18
4/17/2016,89,45,52,30.12
4/18/2016,92,39,40,30.09
4/19/2016,90,46,33,30.04
4/20/2016,86,61,69,30.09
4/21/2016,92,59,68,30.12
4/22/2016,95,52,39,30.06
4/23/2016,94,55,53,30.01
4/24/2016,93,48,36,29.92
4/25/2016,96,41,30,29.95
4/26/2016,100,36,27,29.98
4/27/2016,101,30,22,30.01
4/28/2016,101,48,32,29.95
4/29/2016,88,54,47,29.98
4/30/2016,90,57,64,30.04
5/1/2016,95,54,64,30.04
5/2/2016,98,50,30,30.01
5/3/2016,103,55,50,29.95
5/4/2016,102,34,19,29.98
5/5/2016,105,45,29,29.92
5/6/2016,104,54,33,29.95
5/7/2016,104,54,39,29.98
5/8/2016,103,54,33,29.95
5/9/2016,102,61,61,30.01
5/10/2016,98,59,54,29.92
5/11/2016,100,52,41,29.95
5/12/2016,104,52,39,29.89
5/13/2016,104,39,19,29.98
5/14/2016,101,36,22,30.04
5/15/2016,102,34,20,30.06
5/16/2016,104,43,24,30.01
5/17/2016,111,43,24,29.89
5/18/2016,108,41,26,29.86
5/19/2016,107,39,21,29.83
5/20/2016,99,41,19,29.89
5/21/2016,98,34,14,29.95
5/22/2016,103,30,15,29.98
5/23/2016,108,30,18,29.92
5/24/2016,113,36,15,29.83
5/25/2016,96,34,17,29.95
5/26/2016,100,34,19,29.92
5/27/2016,105,37,16,29.89
5/28/2016,108,37,20,29.86
5/29/2016,107,37,14,29.89
5/30/2016,109,41,23,29.83
5/31/2016,98,32,15,29.95
6/1/2016,100,34,22,29.98
6/2/2016,102,32,17,29.95
6/3/2016,105,36,20,29.83
6/4/2016,104,37,21,29.92
6/5/2016,105,32,17,29.98
6/6/2016,105,34,17,29.92
6/7/2016,108,37,18,29.89
6/8/2016,109,32,15,29.89
6/9/2016,108,34,18,29.92
6/10/2016,112,39,19,29.86
6/11/2016,111,34,13,29.86
6/12/2016,105,36,19,29.95
6/13/2016,102,30,15,29.95
6/14/2016,104,28,15,29.95
6/15/2016,108,27,14,29.86
6/16/2016,110,27,15,29.74
6/17/2016,105,28,12,29.77
6/18/2016,106,37,17,29.83
6/19/2016,110,34,15,29.86
6/20/2016,109,36,17,29.86
6/21/2016,105,36,15,29.8
6/22/2016,109,32,15,29.8
6/23/2016,110,32,13,29.8
6/24/2016,111,39,15,29.74
6/25/2016,111,37,15,29.74
6/26/2016,112,36,13,29.74
6/27/2016,108,36,14,29.71
6/28/2016,113,32,13,29.71
6/29/2016,114,37,14,29.77
6/30/2016,115,32,12,29.77
7/1/2016,111,37,13,29.77
7/2/2016,108,36,13,29.74
7/3/2016,110,32,14,29.71
7/4/2016,108,32,14,29.68
7/5/2016,108,34,18,29.68
7/6/2016,110,36,15,29.68
7/7/2016,110,37,20,29.74
7/8/2016,111,43,20,29.77
7/9/2016,112,36,15,29.71
7/10/2016,111,37,18,29.74
7/11/2016,108,43,23,29.74
7/12/2016,109,37,15,29.77
7/13/2016,110,32,14,29.77
7/14/2016,110,32,15,29.71
7/15/2016,111,32,12,29.74
7/16/2016,111,32,12,29.74
7/17/2016,112,36,12,29.74
7/18/2016,111,36,14,29.71
7/19/2016,115,54,21,29.68
7/20/2016,113,52,24,29.74
7/21/2016,114,43,17,29.74
7/22/2016,115,39,16,29.71
7/23/2016,113,41,15,29.71
7/24/2016,111,36,15,29.68
7/25/2016,112,32,19,29.68
7/26/2016,110,52,23,29.71
7/27/2016,110,57,25,29.71
7/28/2016,111,55,35,29.74
7/29/2016,111,46,18,29.71
7/30/2016,108,46,14,29.71
7/31/2016,112,54,37,29.77
8/1/2016,111,41,20,29.77
8/2/2016,115,34,12,29.74
8/3/2016,114,34,11,29.65
8/4/2016,111,36,14,29.68
8/5/2016,111,39,20,29.74
8/6/2016,109,36,14,29.71
8/7/2016,111,37,15,29.71
8/8/2016,109,41,14,29.77
8/9/2016,110,45,23,29.74
8/10/2016,109,36,16,29.77
8/11/2016,109,36,16,29.77
8/12/2016,111,34,14,29.77
8/13/2016,113,37,13,29.77
8/14/2016,113,37,11,29.8
8/15/2016,110,34,14,29.74
8/16/2016,113,32,13,29.77
8/17/2016,114,41,15,29.77
8/18/2016,109,43,20,29.71
8/19/2016,109,39,15,29.77
8/20/2016,109,36,16,29.8
8/21/2016,109,36,14,29.83
8/22/2016,109,45,23,29.8
8/23/2016,108,37,14,29.77
8/24/2016,111,34,13,29.74
8/25/2016,108,39,17,29.8
8/26/2016,107,45,20,29.86
8/27/2016,108,30,13,29.92
8/28/2016,109,27,10,29.86
8/29/2016,107,37,21,29.86
8/30/2016,111,39,14,29.86
8/31/2016,113,34,16,29.83
9/1/2016,113,32,15,29.8
9/2/2016,111,34,12,29.77
9/3/2016,112,39,15,29.77
9/4/2016,110,43,22,29.86
9/5/2016,107,39,15,29.92
9/6/2016,108,36,16,29.92
9/7/2016,109,46,24,29.89
9/8/2016,104,45,28,29.86
9/9/2016,107,45,23,29.89
9/10/2016,106,43,19,29.86
9/11/2016,104,46,24,29.92
9/12/2016,106,36,20,29.89
9/13/2016,103,32,13,29.89
9/14/2016,105,32,19,29.92
9/15/2016,103,46,24,29.92
9/16/2016,105,52,32,29.92
9/17/2016,107,45,25,29.89
9/18/2016,109,32,13,29.89
9/19/2016,104,50,27,29.92
9/20/2016,99,52,34,29.95
9/21/2016,103,34,19,29.98
9/22/2016,100,36,21,29.98
9/23/2016,99,34,15,29.98
9/24/2016,102,32,19,29.92
9/25/2016,102,41,22,29.92
9/26/2016,103,45,34,29.95
9/27/2016,102,37,27,29.98
9/28/2016,101,45,25,30.01
9/29/2016,100,32,16,30.01
9/30/2016,96,41,23,29.98
10/1/2016,95,30,21,29.95
10/2/2016,94,28,21,30.04
10/3/2016,93,28,19,30.06
10/4/2016,95,25,24,30.01
10/5/2016,96,25,22,29.95
10/6/2016,93,27,27,29.98
10/7/2016,95,25,16,30.04
10/8/2016,96,25,18,30.04
10/9/2016,95,21,19,30.04
10/10/2016,96,23,14,30.01
10/11/2016,95,23,18,30.04
10/12/2016,96,27,15,30.06
10/13/2016,95,30,24,30.06
10/14/2016,93,30,21,30.06
10/15/2016,95,32,26,30.06
10/16/2016,97,32,26,30.09
10/17/2016,93,28,21,30.09
10/18/2016,92,37,23,30.04
10/19/2016,90,46,30,30.06
10/20/2016,91,36,32,30.04
10/21/2016,90,32,27,30.06
10/22/2016,92,36,26,30.09
10/23/2016,92,30,28,30.09
10/24/2016,92,28,21,30.06
10/25/2016,91,30,28,30.04
10/26/2016,90,32,28,30.06
10/27/2016,89,41,45,30.18
10/28/2016,89,45,31,30.24
10/29/2016,91,39,39,30.18
10/30/2016,93,32,27,30.09
10/31/2016,92,30,24,30.12
11/1/2016,93,30,30,30.12
11/2/2016,93,34,28,30.06
11/3/2016,82,48,46,30.24
11/4/2016,87,52,72,30.24
11/5/2016,89,37,32,30.18
11/6/2016,90,41,42,30.09
11/7/2016,79,43,39,30.27
11/8/2016,77,27,31,30.33
11/9/2016,80,23,27,30.33
11/10/2016,81,23,28,30.27
11/11/2016,82,23,34,30.24
11/12/2016,82,25,22,30.21
11/13/2016,82,25,30,30.27
11/14/2016,83,30,24,30.27
11/15/2016,87,25,30,30.21
11/16/2016,86,23,28,30.12
11/17/2016,86,28,30,30.12
11/18/2016,84,27,33,30.21
11/19/2016,84,36,37,30.18
11/20/2016,80,36,51,30.15
11/21/2016,81,27,40,30.12
11/22/2016,79,23,33,30.12
11/23/2016,82,23,35,30.09
11/24/2016,69,34,34,30.09
11/25/2016,57,48,88,30.15
11/26/2016,61,57,94,30.21
11/27/2016,62,61,100,30.21
11/28/2016,64,59,100,30.27
11/29/2016,67,61,100,30.24
11/30/2016,72,61,100,30.21
12/1/2016,81,57,77,30.12
12/2/2016,86,61,83,30.12
12/3/2016,69,61,94,30.3
12/4/2016,71,50,77,30.36
12/5/2016,81,48,82,30.24
12/6/2016,84,54,77,30.15
12/7/2016,67,45,67,30.27
12/8/2016,69,43,76,30.3
12/9/2016,64,37,62,30.24
12/10/2016,63,32,54,30.28
12/11/2016,64,36,71,30.22
12/12/2016,63,36,66,30.29
12/13/2016,70,32,61,30.18
12/14/2016,77,34,38,30.04
12/15/2016,64,41,55,30.21
12/16/2016,60,34,53,30.34
12/17/2016,67,36,62,30.3
12/18/2016,64,36,62,30.3
12/19/2016,71,37,54,30.27
12/20/2016,76,39,58,30.21
12/21/2016,58,37,66,30.33
12/22/2016,66,50,72,30.29
12/23/2016,75,46,72,30.3
12/24/2016,81,46,82,30.24
12/25/2016,83,43,59,30.12
12/26/2016,83,48,63,30.18
